,DATE,Maximum Wind Speed,Moving Avg Wind Speed,Wind Linear Model
46355,2005-12-01,6.9,1.819999999999998,2.5592661775295227
46356,2005-12-02,5.6,1.9999999999999982,2.559328656511525
46357,2005-12-03,6.1,2.1999999999999984,2.5593911354935344
46358,2005-12-04,8.4,2.159999999999998,2.5594536144755438
46359,2005-12-05,12.4,2.459999999999998,2.559516093457546
46360,2005-12-06,5.5,2.459999999999998,2.5595785724395554
46361,2005-12-07,9.5,2.4399999999999986,2.559641051421565
46362,2005-12-08,8.1,2.5399999999999983,2.559703530403567
46363,2005-12-09,6.3,2.5999999999999983,2.5597660093855765
46364,2005-12-10,8.7,2.1599999999999984,2.559828488367586
46365,2005-12-11,5.3,1.9999999999999978,2.559890967349588
46366,2005-12-12,4.7,1.9199999999999982,2.5599534463315976
46367,2005-12-13,3.6,2.339999999999998,2.560015925313607
46368,2005-12-14,4.1,3.859999999999998,2.5600784042956093
46369,2005-12-15,17.4,4.699999999999998,2.5601408832776187
46370,2005-12-16,26.0,5.499999999999998,2.560203362259628
46371,2005-12-17,17.1,6.159999999999998,2.5602658412416304
46372,2005-12-18,12.0,5.919999999999998,2.5603283202236398
46373,2005-12-19,11.9,4.419999999999998,2.560390799205649
46374,2005-12-20,9.4,3.9399999999999986,2.5604532781876514
46375,2005-12-21,8.6,3.459999999999998,2.560515757169661
46376,2005-12-22,9.1,2.999999999999998,2.5605782361516702
46377,2005-12-23,7.3,2.6799999999999984,2.5606407151336725
46378,2005-12-24,7.0,2.6399999999999983,2.560703194115682
46379,2005-12-25,5.1,2.4399999999999986,2.5607656730976913
46380,2005-12-26,6.8,2.5999999999999983,2.5608281520796936
46381,2005-12-27,7.2,2.819999999999998,2.560890631061703
46382,2005-12-28,10.0,2.819999999999998,2.5609531100437124
46383,2005-12-29,9.9,3.1199999999999983,2.5610155890257147
46384,2005-12-30,6.3,3.0999999999999983,2.561078068007724
46385,2005-12-31,14.2,2.7599999999999985,2.5611405469897335
46386,2006-01-01,6.6,2.359999999999998,2.5612030259717358
46387,2006-01-02,5.3,2.459999999999998,2.561265504953745
46388,2006-01-03,4.3,2.359999999999998,2.5613279839357546
46389,2006-01-04,11.4,2.299999999999998,2.561390462917757
46390,2006-01-05,13.8,2.359999999999998,2.5614529418997662
46391,2006-01-06,6.5,2.4199999999999986,2.5615154208817756
46392,2006-01-07,5.5,2.1599999999999984,2.561577899863778
46393,2006-01-08,6.1,1.7799999999999983,2.5616403788457873
46394,2006-01-09,3.6,1.6399999999999983,2.5617028578277967
46395,2006-01-10,3.9,1.5199999999999982,2.561765336809799
46396,2006-01-11,3.7,1.4799999999999982,2.5618278157918084
46397,2006-01-12,4.6,1.5799999999999983,2.561890294773818
46398,2006-01-13,5.9,1.659999999999998,2.56195277375582
46399,2006-01-14,5.9,1.6799999999999984,2.5620152527378295
46400,2006-01-15,4.2,1.759999999999998,2.562077731719839
46401,2006-01-16,4.0,2.419999999999998,2.562140210701841
46402,2006-01-17,9.5,2.419999999999998,2.5622026896838506
46403,2006-01-18,13.1,2.6399999999999983,2.56226516866586
