,rainfall
982,1.2580645161290325
983,3.4516129032258065
984,1.967741935483871
985,2.548387096774193
986,4.258064516129032
987,4.548387096774194
988,2.548387096774193
989,3.967741935483871
990,7.935483870967742
991,6.967741935483871
992,7.709677419354839
993,1.064516129032258
994,1.8387096774193548
995,4.806451612903226
996,3.6774193548387095
997,14.35483870967742
998,6.612903225806452
999,7.580645161290323
1000,12.741935483870968
1001,5.580645161290323
1002,3.741935483870968
1003,46.516129032258064
1004,12.838709677419354
1005,41.32258064516129
1006,7.419354838709677
1007,43.83870967741935
1008,5.892857142857143
1009,7.107142857142857
1010,1.8214285714285716
1011,2.392857142857143
1012,3.357142857142857
1013,4.964285714285714
1014,13.25
1015,6.214285714285714
1016,5.714285714285714
1017,11.964285714285714
1018,3.4642857142857144
1019,6.785714285714286
1020,5.321428571428571
1021,6.321428571428571
1022,7.428571428571429
1023,7.0
1024,2.0
1025,10.392857142857142
1026,9.428571428571429
1027,9.285714285714286
1028,17.392857142857142
1029,15.107142857142858
1030,10.107142857142858
1031,4.714285714285714
1032,9.428571428571429
1033,16.357142857142858
1034,9.642857142857142
1035,19.806451612903224
1036,19.548387096774192
1037,21.32258064516129
1038,18.161290322580644
1039,27.258064516129032
1040,15.129032258064516
1041,21.580645161290324
1042,28.483870967741936
1043,33.225806451612904
1044,29.0
1045,15.67741935483871
1046,17.0
1047,21.774193548387096
1048,27.93548387096774
1049,27.387096774193548
1050,21.451612903225808
1051,12.741935483870968
1052,22.83870967741936
1053,20.870967741935484
1054,23.806451612903224
1055,22.774193548387096
1056,22.741935483870968
1057,11.419354838709678
1058,20.61290322580645
1059,11.064516129032258
1060,58.03225806451613
1061,14.709677419354838
1062,23.53333333333333
1063,23.633333333333333
1064,14.233333333333333
1065,25.666666666666668
1066,7.066666666666666
1067,12.533333333333331
1068,18.23333333333333
1069,20.433333333333334
1070,10.166666666666666
1071,16.966666666666665
1072,9.166666666666666
1073,19.366666666666667
1074,11.8
1075,6.8
1076,10.633333333333333
1077,22.666666666666668
1078,14.666666666666666
1079,12.6
1080,15.035714285714286
1081,18.23333333333333
1082,26.766666666666666
1083,21.933333333333334
1084,23.9
1085,17.433333333333334
1086,24.4
1087,19.7
1088,29.166666666666668
1089,24.666666666666668
1090,19.83333333333333
1091,22.766666666666666
1092,18.566666666666663
1093,17.29032258064516
1094,19.516129032258064
1095,9.806451612903226
1096,25.93548387096774
1097,14.419354838709678
1098,12.419354838709678
1099,9.290322580645162
1100,13.709677419354838
1101,6.967741935483871
1102,9.548387096774194
1103,6.161290322580645
1104,11.516129032258064
1105,7.806451612903226
1106,12.709677419354838
1107,10.935483870967742
1108,9.774193548387096
1109,21.032258064516128
1110,6.290322580645161
1111,13.32258064516129
1112,16.451612903225808
1113,15.709677419354838
1114,12.387096774193548
1115,11.548387096774194
1116,13.935483870967742
1117,11.548387096774194
1118,13.67741935483871
1119,26.70967741935484
1120,16.70967741935484
1121,16.35483870967742
1122,23.93548387096774
1123,21.225806451612904
1124,2.933333333333333
1125,5.4
1126,7.833333333333333
1127,9.366666666666667
1128,3.533333333333333
1129,4.666666666666667
1130,5.266666666666667
1131,2.466666666666667
1132,6.5
1133,10.6
1134,3.8
1135,4.133333333333334
1136,13.0
1137,12.5
1138,18.433333333333334
1139,8.4
1140,7.833333333333333
1141,8.133333333333333
1142,13.3
1143,13.8
1144,11.233333333333333
1145,13.233333333333333
1146,6.1
1147,4.866666666666666
1148,6.066666666666666
1149,6.466666666666667
1150,11.0
1151,4.8
1152,13.533333333333331
1153,10.833333333333334
1154,8.2
1155,2.419354838709677
1156,2.5806451612903225
1157,1.8064516129032255
1158,3.5806451612903225
1159,5.193548387096774
1160,3.645161290322581
1161,3.2580645161290325
1162,4.741935483870968
1163,5.451612903225806
1164,4.354838709677419
1165,6.548387096774194
1166,3.032258064516129
1167,1.7419354838709675
1168,4.709677419354839
1169,2.419354838709677
1170,6.354838709677419
1171,3.193548387096774
1172,3.193548387096774
1173,8.096774193548388
1174,3.225806451612903
1175,6.903225806451613
1176,5.903225806451613
1177,4.838709677419355
1178,14.64516129032258
1179,6.0
1180,6.225806451612903
1181,7.0
1182,10.838709677419354
1183,5.967741935483871
1184,3.838709677419355
1185,8.064516129032258
1186,6.357142857142857
1187,5.321428571428571
1188,2.0357142857142856
1189,2.9642857142857144
1190,7.535714285714286
1191,5.928571428571429
1192,5.0
1193,1.3214285714285714
1194,3.7142857142857135
1195,10.714285714285714
1196,11.785714285714286
1197,5.321428571428571
1198,3.333333333333333
1199,4.035714285714286
1200,6.214285714285714
1201,19.464285714285715
1202,6.714285714285714
1203,8.535714285714286
1204,4.75
1205,6.0
1206,5.142857142857143
1207,6.535714285714286
1208,12.0
1209,4.0
1210,18.678571428571427
1211,14.285714285714286
1212,3.857142857142857
1213,8.25
1214,3.75
1215,15.464285714285714
1216,13.714285714285714
1217,17.93548387096774
1218,24.516129032258064
1219,17.580645161290324
1220,21.0
1221,20.387096774193548
1222,21.806451612903224
1223,20.967741935483872
1224,18.90322580645161
1225,18.806451612903224
1226,30.193548387096776
1227,21.93548387096774
1228,22.870967741935484
1229,32.72222222222222
1230,16.548387096774192
1231,21.677419354838708
1232,23.483870967741936
1233,25.741935483870968
1234,26.451612903225808
1235,17.870967741935484
1236,37.516129032258064
1237,14.516129032258064
1238,38.87096774193548
1239,21.41935483870968
1240,23.64516129032258
1241,27.967741935483872
1242,24.483870967741936
1243,19.096774193548388
1244,26.29032258064516
1245,17.06451612903226
1246,64.16129032258064
1247,38.74193548387097
1248,28.73333333333333
1249,19.466666666666665
1250,16.266666666666666
1251,25.8
1252,23.766666666666666
1253,18.966666666666665
1254,21.7
1255,19.966666666666665
1256,22.366666666666667
1257,16.8
1258,10.733333333333333
1259,11.633333333333333
1260,10.9
1261,14.266666666666667
1262,14.333333333333334
1263,13.9
1264,12.633333333333333
1265,15.733333333333333
1266,23.03333333333333
1267,20.766666666666666
1268,20.83333333333333
1269,18.9
1270,22.466666666666665
1271,13.866666666666667
1272,27.266666666666666
1273,17.4
1274,20.1
1275,27.366666666666667
1276,34.8
1277,48.7
1278,22.967741935483872
1279,11.709677419354838
1280,19.806451612903224
1281,26.35483870967742
1282,8.741935483870968
1283,10.290322580645162
1284,13.32258064516129
1285,15.290322580645162
1286,13.419354838709678
1287,11.387096774193548
1288,12.03225806451613
1289,10.870967741935484
1290,17.903225806451612
1291,16.225806451612904
1292,17.70967741935484
1293,19.41935483870968
1294,11.32258064516129
1295,4.870967741935484
1296,15.709677419354838
1297,13.580645161290322
1298,19.258064516129032
1299,26.29032258064516
1300,18.93548387096774
1301,25.580645161290324
1302,41.903225806451616
1303,13.806451612903226
1304,13.67741935483871
1305,19.032258064516128
1306,24.61290322580645
1307,25.774193548387096
1308,10.333333333333334
1309,4.266666666666667
1310,11.0
1311,8.733333333333333
1312,9.4
1313,4.233333333333333
1314,2.2666666666666666
1315,5.033333333333333
1316,20.0
1317,6.8
1318,14.766666666666667
1319,5.4
1320,16.2
1321,5.4
1322,9.633333333333333
1323,10.533333333333331
1324,21.83333333333333
1325,8.266666666666667
1326,12.0
1327,16.8
1328,13.2
1329,24.566666666666663
1330,11.4
1331,25.8
1332,5.6
1333,3.6
1334,10.033333333333331
1335,6.666666666666667
1336,20.666666666666668
1337,12.7
1338,2.5806451612903225
1339,2.935483870967742
1340,2.903225806451613
1341,3.2580645161290325
1342,0.7419354838709677
1343,1.7741935483870968
1344,2.7096774193548385
1345,3.5806451612903225
1346,1.2580645161290325
1347,2.2580645161290325
1348,1.7096774193548387
1349,2.161290322580645
1350,5.258064516129032
1351,7.870967741935484
1352,4.774193548387097
1353,6.580645161290323
1354,3.4516129032258065
1355,4.354838709677419
1356,2.806451612903226
1357,6.387096774193548
1358,5.290322580645161
1359,2.3225806451612905
1360,10.193548387096774
1361,5.225806451612903
1362,29.161290322580644
1363,3.193548387096774
1364,3.7096774193548394
1365,9.64516129032258
1366,11.483870967741936
1367,13.612903225806452
1368,4.071428571428571
1369,4.892857142857143
1370,5.035714285714286
1371,2.892857142857143
1372,6.0
1373,3.4285714285714284
1374,4.857142857142857
1375,5.178571428571429
1376,7.0
1377,3.7857142857142856
1378,6.928571428571429
1379,7.035714285714286
1380,6.214285714285714
1381,4.821428571428571
1382,15.857142857142858
1383,7.107142857142857
1384,5.535714285714286
1385,12.321428571428571
1386,9.535714285714286
1387,7.214285714285714
1388,6.071428571428571
1389,10.321428571428571
1390,4.571428571428571
1391,5.321428571428571
1392,9.321428571428571
1393,12.714285714285714
1394,8.678571428571429
1395,10.25
1396,21.321428571428573
1397,11.071428571428571
1398,26.032258064516128
1399,22.0
1400,25.06451612903226
1401,21.83870967741936
1402,22.741935483870968
1403,19.741935483870968
1404,21.258064516129032
1405,17.806451612903224
1406,37.064516129032256
1407,20.64516129032258
1408,16.451612903225808
1409,18.06451612903226
1410,13.419354838709678
1411,18.774193548387096
1412,26.548387096774192
1413,16.580645161290324
1414,31.161290322580644
1415,33.0
1416,31.451612903225808
1417,40.0
1418,26.774193548387096
1419,56.064516129032256
1420,16.838709677419356
1421,31.677419354838708
1422,15.451612903225806
1423,22.677419354838708
1424,32.935483870967744
1425,28.741935483870968
1426,40.58064516129032
1427,35.516129032258064
1428,24.5
