,correlation
3989,2.106762514608827e-05
3990,2.4935126707216413e-05
3991,1.0549300173278749e-05
3992,2.221248759819894e-05
3993,5.735464492240988e-06
3994,4.168930248807963e-05
3995,1.5869656390051528e-05
3996,1.5033503234236454e-05
3997,1.6137472051624845e-05
3998,4.110585893725505e-06
3999,1.114220915370286e-05
4000,2.4242882220797744e-05
4001,1.7353582020052377e-05
4002,1.57262028973827e-06
4003,-2.761404931408659e-06
4004,2.800931903979669e-05
4005,2.262696931770205e-05
4006,1.4202774401363826e-05
4007,1.5242969570550812e-05
4008,1.8364238958291165e-05
4009,1.4319885830477272e-05
4010,3.306911378328314e-05
4011,3.1061897052172486e-08
4012,1.839962447780744e-05
4013,1.6447211608885366e-05
4014,1.2093593507525355e-05
4015,1.5202853739886731e-05
4016,1.7725692436367873e-08
4017,1.1562281084158132e-05
4018,1.2061784246954953e-05
4019,4.240176109912685e-05
4020,2.6439687664949383e-05
4021,3.145215790966542e-05
4022,1.513086198633915e-05
4023,1.701713371111874e-05
4024,3.16244132138023e-05
4025,1.7033254850068072e-05
4026,2.114748084565168e-05
4027,1.0306867284671623e-05
4028,2.0104705855314027e-05
4029,2.3397993245542654e-05
4030,1.7401019156451326e-05
4031,1.503833001423218e-05
4032,3.225040813669292e-05
4033,1.592471704550157e-05
4034,1.9305043054005516e-05
4035,3.5205849989254e-05
4036,8.010773437007112e-06
4037,3.134886132462603e-05
4038,3.0145943776226874e-05
4039,1.4797281211054796e-05
4040,2.148327660261585e-05
4041,2.0497804713161595e-05
4042,1.8008822721021444e-05
4043,1.9484634481726437e-05
4044,1.645818974752771e-05
4045,1.81312822448992e-05
4046,2.0533984163723903e-05
4047,1.4963541881982793e-05
4048,1.1996605377103456e-05
4049,2.3577781965867493e-05
4050,1.3121011738253615e-05
4051,1.5008083053512795e-05
4052,1.4231419292572044e-05
4053,1.2864765444930502e-05
4054,7.79640997956491e-06
4055,1.3578269063012784e-05
4056,3.8039280891025247e-06
4057,1.3407919507080144e-05
4058,7.417034096620428e-06
4059,2.623384479716595e-05
4060,2.076131484712831e-05
4061,-1.1007611612465905e-06
4062,1.8000957803954083e-05
4063,1.320031958450564e-05
4064,2.9232232537336884e-05
4065,2.1044166672152107e-05
4066,1.2298012702625073e-05
4067,1.52668036240942e-05
4068,3.036873951864874e-05
4069,4.47430598522162e-05
4070,1.7881713592652613e-05
4071,8.956453652489028e-06
4072,8.854203819474375e-06
4073,2.929289487003097e-05
4074,1.865226131213024e-05
4075,3.266216529824819e-05
4076,2.675479144751534e-05
4077,2.4165527009961942e-05
4078,2.2800727109725797e-05
4079,2.6627037950447205e-05
4080,2.922461239094381e-05
4081,3.635443532732632e-05
4082,2.687216978746733e-05
4083,3.894359416544273e-05
4084,3.5431873145135296e-05
4085,2.407217877451028e-05
4086,3.962275596912361e-05
4087,5.388481547472644e-05
4088,4.08103641137894e-05
4089,3.270377230444188e-05
4090,2.0467967134992275e-05
4091,4.9009777086168245e-05
4092,2.327136372901466e-05
4093,2.0805795756668836e-05
4094,1.7827390022461807e-05
4095,1.8484880363599635e-05
4096,2.6004128263095037e-05
4097,1.172324773112794e-05
4098,1.3626640928432068e-05
4099,1.391131874702369e-05
4100,4.587269989584278e-05
4101,2.737241940491153e-05
4102,2.1844412333038583e-05
4103,3.197171392137023e-05
4104,3.129425940915785e-05
4105,3.9191427937038905e-05
4106,5.052170548602037e-05
4107,2.4933403527401845e-05
4108,2.044353807514715e-05
4109,2.1639097339168312e-05
4110,2.1753335932800782e-05
4111,2.700450134240799e-05
4112,1.8275435725162477e-05
4113,1.9359966911311186e-05
4115,4.7958450150679865e-05
4116,6.118617118090007e-05
4117,6.117536606996261e-05
4118,3.8543524649219895e-05
4119,4.658206509108573e-05
4121,3.2757030315878725e-05
4122,2.828426682442542e-05
4123,3.1088444180316075e-05
4124,3.48310658369787e-05
4125,1.392473720901985e-05
4126,1.392473720901985e-05
4127,2.6851132573777424e-05
4128,3.0313484164028784e-05
4129,3.246848011580435e-05
4130,3.842810714359413e-05
4131,-3.211669963504838e-05
4133,6.101011936794873e-05
4134,2.8493578920574968e-05
4135,7.710247703891353e-05
4136,5.445946706453938e-05
4137,7.273005163559752e-05
4138,6.304622818056305e-05
4139,7.453504227237662e-05
4140,3.741615107884733e-05
4142,5.471114762268223e-05
4144,4.9977649219799874e-05
4145,9.908060784910188e-05
4146,3.91225604977857e-05
4147,6.49284026913218e-05
4148,8.411136937169407e-05
4150,1.779689896500175e-05
4153,4.064511839456063e-05
4154,7.280650023994301e-05
4157,9.59829256827304e-05
4159,1.3108428704434229e-05
4162,7.797033923737544e-05
4165,1.7223194979677736e-05
4166,8.601889027559262e-05
4167,2.499467098483463e-05
4168,4.692695629198062e-05
4169,2.8291100716340725e-05
4170,9.531189868311712e-05
4171,9.183872700479756e-05
4172,4.754551210106035e-05
4175,8.104759878803313e-05
4178,4.1664171985685926e-05
4179,7.010809246621215e-05
4180,9.685841511255886e-05
4181,8.089252591599047e-05
4183,3.409858077652872e-05
4184,8.664924128073707e-05
4185,-7.361072260561291e-05
4188,5.730628185125063e-05
4192,6.403327050406388e-05
4193,5.74967660553785e-05
4195,8.967135177259473e-05
4196,4.559000071851341e-05
4197,6.490601780517837e-05
4198,2.741755633690366e-05
4199,9.649279681072052e-05
4204,2.163880749479247e-05
4206,5.493233858522331e-05
4207,6.8362330673427685e-06
4209,1.6195608852985613e-05
4210,1.2638673000069935e-05
4211,9.19489520516877e-05
4213,7.678380053980364e-05
4214,6.642706499194708e-05
4215,3.292926857213624e-05
4216,2.8645468245796847e-05
4217,2.380199453720576e-05
4218,-1.7881051038361932e-05
4219,2.9456812567796964e-05
4220,-2.9458541742349712e-05
4221,4.155200158330805e-05
4222,4.833504586494224e-05
4223,5.889350960004698e-05
4224,4.2859017071732006e-05
4225,7.578860942128098e-05
4226,-2.1328873312700808e-05
4227,4.5706203995826896e-05
4228,5.22076556834918e-05
4229,6.112775596480468e-05
4230,7.33711461847375e-05
4231,3.279310260811311e-05
4232,-2.8092785978314552e-05
4233,1.550899073208541e-05
4234,4.099384371036482e-06
4235,3.2776982069299207e-05
4236,2.535442684772032e-05
4237,2.45400999021699e-05
4238,1.486825435150592e-05
4239,-7.092409904432773e-06
4241,2.8729087114274045e-05
4242,-7.331117730386409e-05
4243,-6.221120510749429e-06
4244,-1.8807334769447818e-05
4245,2.110949276090338e-06
4246,9.360177994594363e-06
4247,2.0539227499181627e-05
4248,5.075834228803143e-05
4249,1.2813405027193376e-05
4250,-8.515460902904432e-06
4251,3.007499889189793e-05
4252,-5.719469777703906e-05
4253,4.809431906826447e-05
4254,2.7978697557918136e-06
4255,1.3964765144436334e-05
4256,5.575855973544449e-05
4257,1.570148589896349e-05
4258,4.792407826073295e-05
4259,2.449504551652197e-05
4260,5.402968267181655e-05
4261,-4.665111845611854e-05
4263,3.5773775371701914e-05
4264,3.084559403755761e-05
4265,2.065427244931654e-05
4266,3.866907154437145e-05
4267,2.2192077056675548e-05
4268,3.070217798266426e-05
4269,3.405069610647605e-05
4270,2.13365030037256e-05
4271,1.6825964839470674e-05
4272,4.080898882720131e-05
4273,2.357000208936107e-05
4274,2.507768156194165e-05
4275,2.296448519008817e-05
4276,2.666485770343612e-05
4277,2.856153227446394e-05
4278,1.1894408593509026e-05
4279,2.438903057382294e-05
4280,5.748527081224091e-06
4281,4.1867278252531534e-05
4282,1.8512486852496436e-05
4283,3.960417487405124e-05
4284,2.829034653952289e-05
4285,3.1575751278974824e-05
4286,2.816745741531703e-05
4287,2.8441627376809155e-05
4289,-5.6961632616080416e-05
4291,-8.485952599600353e-05
4292,7.156975674392562e-06
4293,3.821432044180796e-06
4294,-5.954423936309481e-05
4295,2.004662725445863e-05
4296,-5.1553022546726445e-06
4298,4.834315015313824e-06
4299,4.834315015313824e-06
4300,2.984251589205048e-06
4301,6.0409151531090495e-05
4302,1.8033184344793924e-05
4303,2.689300340409808e-05
4304,2.716245072027832e-05
4305,1.357562225604288e-05
4306,5.627477968246725e-05
4307,5.914502587055286e-05
4308,3.597245807321811e-05
4309,-5.935789258778671e-06
4310,5.918186150633221e-05
4311,9.5606869090911e-06
4312,5.40356112981614e-05
4314,5.868353558800128e-05
4315,2.262006020778598e-05
4316,5.189572119712806e-05
4317,2.958529000118066e-05
4318,4.364346458350812e-05
4319,5.990508904888995e-05
4320,2.6722052550092817e-05
4321,3.81878277368229e-05
4322,-2.575054381587751e-05
4323,4.432137161702405e-05
4324,2.4491281292872248e-05
4325,2.9274304210306093e-05
4326,4.3930686313644175e-05
4327,1.3398877007589697e-05
4328,1.387909266422785e-05
4329,2.4809789350950505e-05
4330,-3.0731223131341164e-05
4331,-6.972293571926944e-05
4332,1.372760652488723e-05
4333,-2.044127803730607e-05
4334,-4.984286638041966e-05
4335,6.048898755015646e-06
4336,1.294080389516588e-05
4337,1.5889128876828832e-05
4338,9.982415997488732e-06
4339,2.9811665737448584e-05
4340,3.832606739279063e-05
4341,4.0572326969271656e-05
4342,9.04740188850102e-06
4343,4.433734419117466e-06
4344,-4.675669161610562e-05
4345,6.366096583062759e-05
4346,-7.248803714027863e-05
4347,1.6156817149004643e-05
4348,8.466326465911262e-06
4349,5.017389145301053e-05
4350,-6.5635417908222175e-06
4351,3.395232657564873e-05
4352,-3.302894566328874e-05
4353,-1.03601527293891e-05
4354,-3.991417034951391e-05
4355,-5.854097014052411e-06
4356,2.2429177591277023e-05
4357,-1.5949437747926218e-05
4358,2.7676367496044637e-05
4359,2.244080816206392e-06
4361,2.91106281888592e-05
4362,2.545058095065991e-05
4363,3.063134369071205e-05
4364,4.258665414495275e-05
4366,8.600438581281849e-05
4367,5.3422524310987806e-05
4368,1.804565388924173e-05
4370,4.486696564527294e-05
4371,5.411125444196816e-05
4372,3.781738905786388e-05
4373,-2.1305625115620485e-05
4375,2.260819271228193e-05
4377,3.6666933105055474e-05
4378,2.2753123717582207e-05
4380,3.0437688747592843e-05
4381,5.213063063814087e-05
4382,5.481286565397414e-05
4385,2.500225292606517e-05
4387,2.236053937334544e-05
4392,-4.123695783831852e-05
4396,5.485287635021718e-06
4420,3.952269383924824e-05
4421,-1.1417911055564672e-05
4422,8.647275751362581e-05
4424,8.105857047651585e-05
4425,6.408542977334287e-05
4427,4.713176909855601e-05
4428,6.360363390814281e-05
4430,8.471111764612019e-05
4431,-3.306471193431643e-05
4433,5.977636441655803e-05
4434,4.205062050656503e-05
4435,7.472814984705304e-05
4436,5.617395807440201e-05
4437,5.2158506488593705e-05
4438,9.921319304551764e-05
4439,6.775536761802427e-05
4440,9.371255769006194e-05
4441,6.435968844753554e-05
4442,9.013992939878973e-05
4443,2.03832480194155e-05
4444,4.026784190842536e-05
4445,6.95635009798149e-05
4446,8.700995017436925e-05
4448,-3.1241124867453e-05
4449,5.5723516754278855e-05
4451,4.428750169692745e-05
4453,5.01394517425629e-05
4454,-2.6015885690202475e-05
4455,8.147581252442834e-05
4456,9.278548447319584e-05
4457,1.646994798718161e-05
4458,5.857629920905355e-05
4459,6.271475027953034e-05
4460,5.857306547074362e-05
4462,-5.689352329642942e-05
4463,5.781373185551998e-05
4464,6.751187412775301e-05
4465,3.759842644339487e-05
4466,6.964000452912243e-05
4467,6.362369366817636e-05
4468,5.785015231204986e-05
4470,9.544848919460476e-05
4471,6.929054029075892e-05
4472,4.111738767620677e-05
4473,4.876149877809956e-05
4474,6.617180889992023e-05
4475,5.5818101528405095e-05
4476,7.028575287833316e-05
4477,6.102841765193781e-05
4479,9.507707744033906e-05
4480,7.397583036014612e-05
4483,9.371057827286096e-05
4484,9.23444731511868e-05
4486,7.336217846702896e-05
4487,8.47776246231074e-05
4488,5.044933558803606e-05
4489,-5.353893742482361e-05
4490,4.65594895519672e-05
4493,7.780457569974406e-05
4495,8.806562707840692e-05
4497,8.120717185947096e-05
4498,6.972311518552367e-05
4499,-1.3396899442757682e-05
4500,7.504229558496553e-05
4503,4.967151112283736e-05
4504,7.480198662079677e-05
4505,4.271889807446317e-05
4506,3.345904245113897e-05
4507,9.359317869942118e-05
4508,7.055526883707586e-05
4511,7.822119235840397e-05
4512,7.2911815829585e-05
4514,6.221616854008541e-05
4515,7.762320590765589e-06
4516,-1.547751004093619e-05
4517,5.1100519876646535e-05
4518,9.932360258038076e-05
4519,6.011060770525195e-05
4520,9.938788268308736e-05
4521,7.186311062209474e-05
4523,6.658559195879912e-05
4524,8.415240206441795e-05
4525,2.7366536990919614e-07
4526,9.102449005919078e-05
4527,8.046168582091724e-05
4528,7.73935955320161e-05
4529,8.187188127642947e-05
4530,6.545057490357206e-05
4531,9.691061471395168e-05
4532,5.557487283671611e-05
4533,2.8125667906700757e-05
4534,7.43761533926725e-05
4535,1.7163353107423084e-05
4536,7.935056465031011e-05
4537,6.426246955888115e-05
4538,8.588598633289505e-05
4539,5.265070880023466e-05
4541,-4.484211211931435e-05
4542,1.937530089425806e-05
4543,4.4177268136876174e-05
4544,9.07544952885288e-05
4545,3.8873971342996575e-05
4546,4.5512426171628166e-05
4547,2.259015758092361e-05
4549,5.917141575445721e-05
4552,7.733044781623722e-05
4554,8.322430420943754e-05
4555,4.124656981914595e-05
4556,6.578459415085858e-05
4557,6.57627975588797e-06
4558,8.402410858952383e-05
4559,4.390353470116321e-05
4560,7.201806226769962e-05
4561,5.302281591509587e-05
4563,8.007964594472378e-05
4564,4.091327309884599e-05
4565,8.092573909926034e-05
4567,-9.639675783827644e-05
4569,7.237353063327883e-05
4571,7.16622784146073e-05
4572,-5.5869965847204535e-06
4573,6.145739073536121e-05
4574,1.811316769040784e-05
4575,7.491242506739462e-05
4579,9.472723366322018e-05
4580,7.658270132704831e-05
4581,2.8209675127536413e-05
4582,4.27411356707826e-05
4583,4.531147600952841e-05
4584,-5.788217212047184e-05
4586,5.327797592165645e-05
4587,4.249649832659962e-05
4588,8.875773679869498e-05
4589,5.088478638589083e-05
4590,-2.705638394522252e-05
4591,1.7945212628631443e-06
4596,7.817754568547986e-05
4597,8.428347606433026e-05
4598,4.691505552386053e-05
4600,5.4836833344624055e-05
4602,2.626042560199791e-05
4603,1.1838170925492672e-05
4604,5.9255473222266014e-05
4605,6.112950623709386e-05
4606,7.237669427565049e-05
4607,7.665601670485056e-05
4608,3.3558350303052726e-05
4609,2.917454186027864e-06
4610,9.291527400059928e-05
4611,5.767724211758398e-05
4612,5.910955682450479e-05
4614,8.705795510130838e-05
4615,7.21350948272788e-05
4616,4.672810610062069e-05
4617,4.715963240122567e-05
4618,6.786438104239784e-05
4619,7.588255903753855e-05
4620,8.011649819116065e-05
4621,4.747464853520558e-05
4625,2.5389924156214984e-05
4626,5.858080965261585e-05
4627,5.532735281688995e-05
4628,8.603651427558905e-05
4629,3.251531891944975e-05
4630,7.541500908111219e-05
4631,6.37997290305755e-06
4632,5.803502983791735e-05
4635,6.633734788517854e-05
4636,-6.165328255060412e-05
4637,3.1667433065609645e-05
4638,7.116550471199427e-05
4641,6.746269344504225e-05
4643,6.309025797853317e-05
4644,6.180900075486544e-05
4645,6.34395162079525e-05
4647,7.097969507519252e-05
4648,8.436646829630187e-05
4649,2.094179732716357e-05
4651,-2.014760047986815e-06
4653,5.019099967001952e-05
4654,1.831167131863008e-05
4655,-2.0607538481793387e-05
4656,4.612099674290253e-05
4659,4.113292280794517e-05
4660,6.738339956573015e-05
4662,5.451912397250389e-05
4663,9.394798208326806e-05
4665,3.874708289119549e-05
4666,5.274600008998682e-05
4667,6.461838715140883e-05
4669,6.37997290305755e-06
4671,5.6924907941813725e-05
4672,6.308752639015607e-05
4673,4.4291402305764894e-05
4676,9.545351404601665e-05
4677,1.8237044264520036e-05
4678,5.8828216394505017e-05
4679,7.581109370257593e-05
4680,5.392351323722412e-05
4681,8.507732284312651e-05
4682,4.55027428379841e-05
4683,6.495238287900222e-05
4684,7.150526869007267e-05
4686,2.356509680144274e-05
4687,-6.166780860746497e-05
4688,6.43084079498033e-05
4689,2.012519253120887e-05
4691,-8.968099016838199e-05
4692,5.471142736348221e-05
4693,3.668034049677425e-05
4694,3.397946581318815e-05
4695,2.4261467208830702e-05
4696,2.083946790307472e-05
4697,3.2776982069299207e-05
4698,7.470335348985985e-06
4699,2.7123785120805586e-05
4700,3.25795584250849e-05
4701,-1.2429745718839124e-05
4702,7.707983823176519e-07
4703,6.50129417158284e-05
4704,-9.975869875763788e-05
4705,1.3858273963443864e-05
4706,-3.682806296464269e-07
4707,1.7900288004592886e-05
4708,7.81394581200927e-06
4709,-3.2905244580773486e-06
4710,3.562732483490958e-05
4712,3.293102880235077e-05
4713,3.0133702472353105e-05
4714,4.327899267807219e-05
4715,2.7071052890250528e-05
4717,2.2317469598819987e-05
4719,5.4262395137313e-05
4720,-1.1688496150488882e-05
4721,-6.279929788781316e-05
4722,1.338537504982509e-06
4723,2.45400999021699e-05
4724,7.204739584076771e-05
4726,6.204480703482752e-06
4727,2.178849561995361e-05
4728,3.14000075601288e-05
4730,-8.796256374676385e-06
4731,1.501593350936479e-05
4732,3.9869519379880704e-05
4733,3.0158113243297065e-05
4734,9.663056743604204e-05
4735,6.858258409948642e-06
4736,2.121764273189555e-05
4737,1.721611418134546e-05
4738,7.143646107899676e-05
4739,-4.430115653350303e-06
4740,-8.800588817413844e-05
4741,-7.170325980283871e-05
4742,4.178942894770807e-05
4743,3.930185163698208e-05
4745,7.259710256936656e-05
4746,-1.182102966183727e-05
4748,-7.397747302229433e-05
4749,3.2007086135685905e-05
4750,2.666996473866552e-05
4751,-2.5574233193802067e-06
4752,2.8323922762456377e-05
4753,5.837904977253327e-05
4754,2.6118722919340248e-05
4755,6.26670408764573e-05
4756,-4.050223270440301e-08
4757,-4.928469875751669e-05
4758,4.101847480877902e-05
4759,-7.686373051524758e-06
4761,-8.337210840429914e-05
4762,2.815760386499424e-05
4764,6.241744556052054e-06
4765,2.0273877987522634e-05
4767,4.990807254908691e-07
4768,2.646523057510945e-05
4769,3.521673614091417e-05
4770,-2.5288272538274703e-05
4771,-5.797568260617027e-07
4772,-6.802799899639921e-08
4773,4.288581516078648e-05
4774,-8.517799395554112e-06
4775,8.279580697402857e-06
4776,-1.121746388009068e-05
4778,1.41957363836342e-05
4779,6.008307417535488e-05
4780,9.957926274164692e-05
4781,2.337484013052342e-05
4782,-2.542931106996969e-06
4783,5.121251953998567e-05
4784,3.532610131370108e-05
4785,-2.267663362024294e-05
4786,7.172486087957972e-05
4787,7.007506026129421e-05
4788,1.3857436591469006e-05
4789,2.206946292287093e-05
4790,5.986029345142045e-05
4791,2.344494638910347e-05
4792,2.4997191212219454e-05
4793,6.730070111892494e-05
4794,3.931334215523503e-05
4795,4.185835378481879e-05
4796,3.4039186006916084e-05
4797,3.9974360855796816e-05
4798,7.846264177651714e-05
4799,6.2064205637246025e-06
4800,2.3544553077383537e-05
4801,3.147460752016268e-05
4803,2.9166477148092066e-05
4804,3.914624962101914e-05
4805,-8.458256912106996e-05
4806,1.9594388941123092e-05
4808,4.219499874819351e-05
4809,-2.8775917099163563e-05
4810,1.830784030768049e-05
4811,7.161452814529218e-05
4812,-6.816811377650458e-05
4813,-4.698864986106917e-05
4814,-1.4825110458767504e-05
4816,1.4788195981516632e-05
4817,-1.886915934664694e-05
4818,-4.271530287370818e-05
4819,-2.7380931601128436e-05
4820,-1.4332173858440076e-05
4821,2.5257844711289847e-05
4822,5.7201925675419146e-05
4823,2.824755107043912e-05
4824,4.9335427636631714e-05
4826,1.7965494465747422e-06
4827,3.863889121098856e-05
4829,4.0576612551676855e-05
4830,3.618534070333117e-06
4831,3.531422773935122e-05
4832,2.2835332409545677e-05
4833,-8.85562207909271e-05
4834,-1.4779816808393645e-05
4835,3.679512234980861e-06
4836,-1.815810014117768e-06
4837,4.774426690249606e-05
4838,-4.261980245544518e-06
4840,2.3172417038010656e-05
4842,-2.207975394036272e-05
4843,1.3652883387828571e-05
4844,-9.894737418511574e-06
4845,-6.140606610002618e-05
4846,8.844523194944792e-07
4847,2.535442684772032e-05
4848,5.651528358253475e-05
4849,2.161358513577909e-05
4850,1.7376695158805012e-05
4851,3.029113904832083e-05
4853,1.650220997625597e-05
4854,-2.7115260128783443e-05
4855,-1.463822836360326e-05
4856,2.712471033370794e-05
4857,2.684954034335728e-05
4859,6.613633325152871e-05
4860,4.859403788408262e-05
4861,2.2462945127878944e-05
4862,-1.0388816113585888e-05
4863,4.3988154863801646e-05
4865,6.381782977874425e-05
4866,7.259763403924642e-05
4867,-9.213355714047782e-07
4868,4.570769363116227e-05
4869,-5.166176668880772e-05
4870,1.534307940694235e-05
4871,1.2693275494491696e-05
4873,-3.135738365779521e-06
4874,2.5347751111827727e-05
4875,6.68233345848371e-05
4876,3.8400517158352456e-05
4877,-2.9102380426704874e-06
4878,3.382092731598005e-05
4879,-5.61489424919835e-05
4880,2.8729087114274045e-05
4881,3.5896296288873674e-05
4882,-1.0529107581115246e-05
4884,4.3708720194683433e-05
4885,7.002064333214932e-05
4886,5.2479518601833376e-05
4887,-2.152434739257596e-06
4888,3.565770745101676e-05
4890,3.340570277439639e-05
4891,4.647512536929212e-05
4892,3.225482055339791e-05
4893,2.8968023557878685e-05
4894,1.8473043943184407e-06
4895,1.911928228351559e-05
4897,2.6019077828768864e-05
4898,3.263758459301813e-05
4899,-2.7999625159516294e-05
4900,-6.114141420909541e-05
4901,5.806486532940724e-05
4902,4.370777079401893e-07
4904,2.212956006277603e-05
4905,1.486825435150592e-05
4906,2.0165348321918805e-05
4907,-9.954483932565885e-06
4908,2.560428471527316e-05
4909,-2.051311491033322e-05
4910,2.4710967219147404e-05
4911,3.078433928647811e-05
4912,5.737672945180038e-05
4913,1.0957159451269603e-05
4914,5.982592258167196e-05
4915,3.207552398116885e-05
4916,1.4416142438424542e-05
4917,-1.2522044958195027e-05
4918,1.5468036532833937e-06
4919,3.656899170330762e-05
4920,-5.65173528171678e-06
4921,3.419513830375966e-05
4922,1.6590326892399517e-05
4923,-2.3356801060919635e-05
4924,5.0731462082261776e-05
4925,-4.704636033677962e-05
4926,3.003028740144554e-05
4927,3.85845640222418e-05
4928,3.232793196472348e-05
4929,-9.222895587000354e-05
4930,3.783066297719242e-05
4931,8.830049253386275e-05
4932,2.1651318561234662e-05
4933,3.605023481282273e-05
4934,-7.077189712012198e-05
4935,-7.007661354743348e-05
4936,3.899775027630913e-05
4937,-9.2931751731967e-05
4938,-3.3258173124118346e-05
4939,1.865109118859494e-05
4940,1.596834550531876e-05
4941,1.811996754627924e-05
4942,1.838101675140605e-05
4943,-1.296227331060626e-06
4944,2.8404560518864705e-05
4945,-5.3829665415747645e-05
4946,-8.969506143763757e-05
4948,1.1019049024703851e-05
4950,1.6446556836471537e-06
4952,7.968860028829424e-05
4953,-3.5941790932106966e-05
4954,7.669912884967707e-05
4955,-7.053056899653265e-05
4956,1.849177583050366e-05
4958,3.786015660976934e-05
4959,-8.996990614867547e-05
4960,-7.664722891704043e-06
4962,2.331242508540632e-05
4964,1.2712605519416009e-05
4965,3.756836235184113e-05
4966,-2.269801396621472e-05
4967,-1.613849557026909e-05
4968,-2.775296387329106e-05
4969,6.360622926316885e-05
4971,-3.431855486100476e-05
4972,4.590981135961109e-06
4973,4.029910081806905e-05
4974,-3.9540883363349446e-05
4975,9.211454876159563e-06
4976,3.0478189653755044e-05
4977,-5.521768124043648e-05
4978,-1.638331548295597e-05
4979,1.928612102384296e-05
4981,-6.798537411885479e-05
4984,3.759054315715176e-05
4985,-2.120969400046499e-05
4986,2.632683426872403e-05
4987,2.1352866521493605e-05
4988,2.7553313934181e-05
4989,2.3046207107399336e-06
4990,-4.694707367656811e-06
4991,-4.483304968075884e-06
4992,3.088684119277156e-05
4993,1.7937277851883047e-05
4994,1.352522078546364e-05
4995,-2.361357015755701e-05
4997,-4.372054447784928e-05
4998,-2.108154439210053e-05
4999,-7.625172198040115e-06
5000,4.646066171567163e-05
5001,-3.793302767148615e-05
5003,2.668484884564221e-05
5004,-8.007646387709915e-05
5009,-9.930486593843096e-05
5011,4.830128594964487e-05
5015,3.225482055339791e-05
5020,1.978366681383752e-06
5022,3.0279236478395875e-05
5023,4.211493119702957e-05
5024,7.557440537764377e-05
5030,3.672391042800034e-05
5031,4.434764770111615e-05
5033,7.894207293268426e-05
5035,4.273274674572763e-05
5037,-5.638854067968754e-05
5038,3.9995500298048295e-05
5041,1.821944199886169e-05
5046,2.0155814414485977e-05
5047,-3.364963734085441e-05
5051,-2.4099015776181943e-05
5053,-1.0822629230822378e-05
5054,-1.4515941354801803e-05
5055,1.5945183607015033e-05
5057,-7.966732440959749e-05
5058,-4.4060892931289566e-05
5059,3.565770745101676e-05
5060,2.0837767446238775e-05
5062,-2.879800181209402e-05
5063,-3.713642971271414e-05
5064,2.2733894156054283e-05
5065,3.056693616068576e-05
5066,1.460701301122946e-05
5067,2.5528335879970365e-05
5068,1.679353753916079e-05
5069,6.561450489467517e-06
5070,2.298583873296184e-05
5071,1.0824866553228476e-05
5072,1.865109118859494e-05
5073,2.474194714837115e-05
5074,4.134410807092496e-05
5076,3.0158113243297065e-05
5077,-2.79417369436808e-05
5078,-3.173739012694876e-05
5079,-5.352622165782668e-05
5080,1.8262544773826302e-05
5081,-2.10779325946066e-05
5082,1.767811582498843e-05
5083,-2.024272358334256e-05
5084,2.296139607365778e-05
5087,8.327419754844471e-05
5088,2.6899663124396395e-05
5089,6.471872790506364e-05
5090,-5.28718413294487e-06
5091,3.783066297719242e-05
5092,4.3988154863801646e-05
5094,9.64451467507886e-05
5095,8.11080574924833e-05
5097,1.6590326892399517e-05
5099,5.711930758442033e-05
5100,-1.3167960837175658e-06
5101,1.4125708587514385e-05
5103,5.429874034303007e-05
5106,2.689083509919781e-05
5107,2.6995410943561743e-05
5109,8.92667602982144e-05
5110,1.5872402355833814e-05
5111,-7.075781079270487e-05
5112,3.3142672012871025e-05
5113,5.134565757321489e-05
5114,3.247698543406556e-05
5115,8.898222334805741e-06
5116,2.203018357420253e-05
5117,1.928612102384296e-05
5118,1.2102785136463616e-05
5121,1.7521981574563557e-05
5122,1.7937277851883047e-05
5123,2.171790586014071e-05
5124,2.8742311857895075e-05
5125,5.739267142298912e-05
5126,-1.1089729140212765e-05
5127,0.0
5129,2.618340942801188e-05
5130,2.178849561995361e-05
5131,-7.459544056822273e-05
5132,2.3717626150193435e-05
5133,2.772422168583925e-05
5135,2.8958276074556624e-05
5136,2.644956043339361e-05
5137,2.2462945127878944e-05
5138,2.971661125279589e-05
5139,5.667157216250717e-05
5140,5.975324450762149e-05
5141,2.534034929248849e-05
5142,2.331242508540632e-05
5143,3.419513830375966e-05
5144,-5.239302892416383e-06
5148,4.371962548638096e-05
5149,3.853103160176666e-05
5151,-4.548211887333147e-05
5152,1.1537154091641658e-05
5153,-7.459544056822273e-05
5154,1.2752699960773808e-06
5155,2.3900312251281e-05
5156,5.429874034303007e-05
5158,3.470529186267469e-05
5159,2.7553313934181e-05
5160,-1.0078732750676564e-05
5161,4.487000047901915e-05
5163,3.4295931623754096e-05
5164,1.2693275494491696e-05
5165,-8.85562207909271e-05
5166,3.041746315313176e-05
5169,-2.113480747200388e-05
5170,3.33476201783507e-05
5171,2.888939150754741e-05
5172,4.100944541167314e-05
5174,-1.4639412750937776e-05
5175,9.363228251693626e-06
5177,2.061845477180422e-05
5178,1.4715680075219455e-05
5179,-9.005041820863524e-05
5182,-2.3021611810895666e-05
5183,5.4847972731010825e-06
5184,1.952848454100171e-05
5185,1.4788195981516632e-05
5186,-4.419549255619249e-05
5187,-3.173739012694876e-05
5188,-3.3676184218615664e-05
5189,3.716419130234981e-05
5190,8.898222334805741e-06
5191,2.829059461327236e-05
5192,2.979997964765844e-05
5193,8.873002782817966e-05
5194,1.2752699960773808e-06
5195,1.5377908994444506e-05
