,DATE,Maximum Temperature,Minimum Temperature,Moving Average Temperature,Temperature Linear Model
42592,1995-08-13,24.6,18.0,19.82,9.743114766420788
42593,1995-08-14,20.1,16.3,18.54,9.743228226137688
42594,1995-08-15,21.6,15.3,17.439999999999998,9.743341685854602
42595,1995-08-16,18.3,13.5,17.3,9.743455145571517
42596,1995-08-17,20.2,12.1,17.919999999999998,9.74356860528843
42597,1995-08-18,24.3,13.2,17.9,9.743682065005345
42598,1995-08-19,24.8,15.0,18.58,9.743795524722245
42599,1995-08-20,20.5,15.0,19.6,9.743908984439159
42600,1995-08-21,20.7,16.0,19.939999999999998,9.744022444156073
42601,1995-08-22,25.9,16.0,19.699999999999996,9.744135903872987
42602,1995-08-23,27.8,16.4,19.6,9.744249363589887
42603,1995-08-24,23.0,16.0,19.32,9.744362823306801
42604,1995-08-25,20.6,16.5,18.36,9.744476283023715
42605,1995-08-26,19.5,14.9,16.139999999999997,9.74458974274063
42606,1995-08-27,18.6,14.2,14.179999999999998,9.744703202457544
42607,1995-08-28,16.4,9.3,12.679999999999998,9.744816662174443
42608,1995-08-29,10.6,8.8,11.02,9.744930121891358
42609,1995-08-30,14.0,7.9,9.819999999999999,9.745043581608272
42610,1995-08-31,13.2,7.9,10.319999999999999,9.745157041325186
42611,1995-09-01,11.7,7.9,10.959999999999997,9.745270501042086
42612,1995-09-02,14.5,11.6,10.979999999999999,9.745383960759
42613,1995-09-03,17.3,9.1,11.799999999999999,9.745497420475914
42614,1995-09-04,13.1,9.3,12.679999999999998,9.745610880192828
42615,1995-09-05,17.8,6.0,13.319999999999999,9.745724339909742
42616,1995-09-06,19.7,10.5,14.1,9.745837799626642
42617,1995-09-07,24.6,10.5,14.699999999999998,9.745951259343556
42618,1995-09-08,21.4,12.9,15.02,9.74606471906047
42619,1995-09-09,16.4,11.9,15.419999999999998,9.746178178777384
42620,1995-09-10,19.4,7.6,15.780000000000001,9.746291638494284
42621,1995-09-11,21.4,9.8,15.48,9.746405098211198
42622,1995-09-12,21.5,12.0,15.319999999999999,9.746518557928113
42623,1995-09-13,17.8,14.0,15.02,9.746632017645027
42624,1995-09-14,14.1,11.7,14.539999999999997,9.74674547736194
42625,1995-09-15,17.0,11.1,14.059999999999999,9.74685893707884
42626,1995-09-16,19.4,8.1,14.16,9.746972396795755
42627,1995-09-17,19.3,12.0,14.599999999999998,9.747085856512669
42628,1995-09-18,20.1,10.8,14.479999999999999,9.747199316229583
42629,1995-09-19,18.6,12.1,13.719999999999999,9.747312775946483
42630,1995-09-20,17.0,9.8,12.979999999999999,9.747426235663397
42631,1995-09-21,11.6,9.6,12.459999999999999,9.747539695380311
42632,1995-09-22,16.3,6.9,12.219999999999999,9.747653155097225
42633,1995-09-23,17.1,8.2,12.44,9.74776661481414
42634,1995-09-24,18.6,7.0,12.639999999999997,9.74788007453104
42635,1995-09-25,17.0,11.5,13.139999999999997,9.747993534247954
42636,1995-09-26,15.0,10.6,12.419999999999998,9.748106993964868
42637,1995-09-27,20.3,8.5,11.239999999999998,9.748220453681782
42638,1995-09-28,13.0,7.8,10.239999999999998,9.748333913398682
42639,1995-09-29,11.5,5.5,9.959999999999997,9.748447373115596
42640,1995-09-30,11.8,4.5,10.16,9.74856083283251
42641,1995-10-01,11.7,7.9,11.62,9.748674292549424
42642,1995-10-02,20.3,11.7,13.7,9.748787752266338
42643,1995-10-03,21.4,9.6,15.419999999999998,9.748901211983238
42644,1995-10-04,23.4,14.0,16.54,9.749014671700152
42645,1995-10-05,22.8,11.5,16.799999999999997,9.749128131417066
42646,1995-10-06,19.0,14.2,16.74,9.74924159113398
42647,1995-10-07,21.0,13.4,16.28,9.74935505085088
42648,1995-10-08,22.0,11.1,15.540000000000001,9.749468510567795
42649,1995-10-09,20.7,10.5,15.219999999999999,9.749581970284709
42650,1995-10-10,16.8,11.0,14.540000000000001,9.749695430001623
42651,1995-10-11,18.6,10.7,14.02,9.749808889718537
42652,1995-10-12,14.8,11.7,13.52,9.749922349435437
42653,1995-10-13,16.1,12.1,13.419999999999998,9.750035809152351
42654,1995-10-14,15.6,12.5,12.7,9.750149268869265
42655,1995-10-15,16.0,11.6,12.319999999999999,9.75026272858618
42656,1995-10-16,12.8,9.0,12.559999999999999,9.750376188303079
42657,1995-10-17,12.1,10.2,12.76,9.750489648019993
42658,1995-10-18,20.0,7.6,12.079999999999998,9.750603107736907
42659,1995-10-19,17.0,12.9,11.419999999999998,9.750716567453821
42660,1995-10-20,13.6,7.3,10.48,9.750830027170736
42661,1995-10-21,8.9,6.4,9.419999999999998,9.750943486887635
42662,1995-10-22,11.2,3.5,8.16,9.75105694660455
42663,1995-10-23,16.3,3.1,8.499999999999998,9.751170406321464
42664,1995-10-24,14.0,3.7,9.299999999999999,9.751283866038378
42665,1995-10-25,16.6,3.2,11.059999999999999,9.751397325755278
42666,1995-10-26,18.2,7.9,12.02,9.751510785472192
42667,1995-10-27,20.3,8.7,12.979999999999999,9.751624245189106
42668,1995-10-28,18.5,12.6,13.499999999999996,9.75173770490602
42669,1995-10-29,15.6,10.8,13.579999999999998,9.751851164622934
42670,1995-10-30,16.2,11.5,12.36,9.751964624339834
42671,1995-10-31,13.4,11.5,10.339999999999998,9.752078084056748
42672,1995-11-01,12.7,7.4,8.399999999999999,9.752191543773662
42673,1995-11-02,7.4,4.0,5.379999999999998,9.752305003490576
42674,1995-11-03,6.9,1.0,2.5199999999999987,9.752418463207476
42675,1995-11-04,1.2,-2.2,0.47999999999999865,9.75253192292439
42676,1995-11-05,-0.9,-3.5,-0.04000000000000137,9.752645382641305
42677,1995-11-06,0.0,-4.8,0.05999999999999863,9.752758842358219
42678,1995-11-07,3.4,0.0,1.4599999999999986,9.752872302075133
42679,1995-11-08,4.2,1.8,2.6199999999999983,9.752985761792033
42680,1995-11-09,9.9,3.1,3.659999999999999,9.753099221508947
42681,1995-11-10,8.0,0.8,3.719999999999999,9.753212681225861
42682,1995-11-11,8.5,1.5,3.9399999999999986,9.753326140942775
42683,1995-11-12,4.5,0.7,4.3599999999999985,9.753439600659675
42684,1995-11-13,6.0,1.7,5.399999999999999,9.75355306037659
42685,1995-11-14,8.8,6.0,6.439999999999998,9.753666520093503
42686,1995-11-15,11.5,6.7,7.119999999999999,9.753779979810417
42687,1995-11-16,10.4,7.0,6.099999999999998,9.753893439527332
42688,1995-11-17,11.5,3.7,4.599999999999998,9.754006899244231
42689,1995-11-18,3.7,-1.5,2.6799999999999984,9.754120358961146
42690,1995-11-19,1.7,-1.5,0.25999999999999834,9.75423381867806
42691,1995-11-20,2.4,-2.4,-0.9400000000000016,9.754347278394974
42692,1995-11-21,1.0,-5.6,-0.020000000000001527,9.754460738111874
42693,1995-11-22,6.5,-6.4,0.2999999999999984,9.754574197828788
42694,1995-11-23,5.8,-0.4,0.3799999999999984,9.754687657545702
42695,1995-11-24,8.0,-0.3,0.9199999999999984,9.754801117262616
42696,1995-11-25,2.4,-1.7,0.8799999999999983,9.75491457697953
42697,1995-11-26,3.0,-2.0,0.5799999999999983,9.75502803669643
42698,1995-11-27,2.0,-2.3,0.7799999999999983,9.755141496413344
42699,1995-11-28,4.5,-0.8,1.2599999999999982,9.755254956130258
42700,1995-11-29,4.0,1.9,1.5599999999999983,9.755368415847173
42701,1995-11-30,2.9,0.8,2.3599999999999985,9.755481875564087
42702,1995-12-01,2.2,0.2,1.7999999999999983,9.755595335280987
42703,1995-12-02,5.0,-0.9,1.1199999999999986,9.7557087949979
42704,1995-12-03,3.9,-0.8,0.21999999999999834,9.755822254714815
42705,1995-12-04,0.5,-2.3,-0.8800000000000017,9.755935714431729
42706,1995-12-05,-0.8,-3.2,-2.0000000000000018,9.756049174148629
42707,1995-12-06,-2.8,-4.8,-2.4000000000000017,9.756162633865543
42708,1995-12-07,-0.4,-5.0,-2.700000000000002,9.756276093582457
42709,1995-12-08,-0.7,-3.6,-2.680000000000002,9.756389553299371
42710,1995-12-09,-0.6,-2.9,-1.960000000000002,9.756503013016285
42711,1995-12-10,-1.4,-3.1,-1.6600000000000015,9.756616472733185
42712,1995-12-11,0.3,-3.5,-1.7600000000000016,9.7567299324501
42713,1995-12-12,0.5,-1.9,-2.040000000000002,9.756843392167013
42714,1995-12-13,-1.8,-3.1,-2.1400000000000015,9.756956851883928
42715,1995-12-14,-2.9,-4.2,-2.4600000000000017,9.757070311600827
42716,1995-12-15,-2.2,-5.0,-2.7600000000000016,9.757183771317742
42717,1995-12-16,-1.5,-2.6,-1.8000000000000018,9.757297231034656
42718,1995-12-17,-1.2,-3.4,-0.6000000000000016,9.75741069075157
42719,1995-12-18,3.7,-2.1,0.7799999999999984,9.757524150468484
42720,1995-12-19,3.3,2.0,1.8599999999999988,9.757637610185384
42721,1995-12-20,7.6,0.4,3.8399999999999985,9.757751069902298
42722,1995-12-21,5.0,0.7,5.419999999999998,9.757864529619212
42723,1995-12-22,8.9,5.0,6.2399999999999975,9.757977989336126
42724,1995-12-23,13.2,5.6,6.3199999999999985,9.758091449053026
42725,1995-12-24,10.4,5.2,5.479999999999999,9.75820490876994
42726,1995-12-25,7.0,2.7,3.099999999999998,9.758318368486854
42727,1995-12-26,2.7,-1.8,-0.30000000000000193,9.758431828203769
42728,1995-12-27,-1.7,-5.9,-3.2200000000000015,9.758545287920683
42729,1995-12-28,-4.5,-8.1,-5.240000000000002,9.758658747637583
42730,1995-12-29,-7.4,-9.3,-6.040000000000002,9.758772207354497
42731,1995-12-30,-4.3,-8.6,-5.560000000000002,9.75888566707141
42732,1995-12-31,-4.1,-7.0,-4.560000000000002,9.758999126788325
42733,1996-01-01,-1.0,-4.4,-3.4200000000000017,9.759112586505225
42734,1996-01-02,-1.1,-3.2,-2.8400000000000016,9.759226046222139
42735,1996-01-03,-0.5,-2.9,-3.3200000000000016,9.759339505939053
42736,1996-01-04,-1.0,-4.4,-3.9600000000000017,9.759452965655967
42737,1996-01-05,-4.1,-8.2,-3.500000000000002,9.759566425372881
42738,1996-01-06,-4.1,-9.2,-2.4000000000000017,9.759679885089781
42739,1996-01-07,4.3,-4.8,-1.6000000000000019,9.759793344806695
42740,1996-01-08,5.0,1.6,-0.2000000000000018,9.75990680452361
42741,1996-01-09,2.4,0.3,1.3599999999999983,9.760020264240524
42742,1996-01-10,0.9,-1.4,1.6999999999999982,9.760133723957424
42743,1996-01-11,5.5,-0.7,1.3399999999999985,9.760247183674338
42744,1996-01-12,7.5,-0.2,0.9399999999999984,9.760360643391252
42745,1996-01-13,7.0,-1.7,0.6999999999999982,9.760474103108166
42746,1996-01-14,0.3,-1.5,-0.30000000000000177,9.76058756282508
42747,1996-01-15,-0.4,-2.0,-1.3200000000000016,9.76070102254198
42748,1996-01-16,-1.3,-3.0,-1.960000000000002,9.760814482258894
42749,1996-01-17,-1.9,-3.8,-2.140000000000002,9.760927941975808
42750,1996-01-18,1.4,-5.2,-2.6000000000000014,9.761041401692722
42751,1996-01-19,1.8,-2.8,-2.9200000000000017,9.761154861409622
42752,1996-01-20,-2.8,-4.6,-3.120000000000002,9.761268321126536
42753,1996-01-21,-3.4,-4.7,-3.4000000000000012,9.76138178084345
42754,1996-01-22,-2.8,-4.9,-3.8600000000000017,9.761495240560365
42755,1996-01-23,-0.6,-5.1,-4.240000000000002,9.761608700277279
42756,1996-01-24,-3.0,-4.9,-4.640000000000002,9.761722159994179
42757,1996-01-25,-4.9,-6.2,-4.600000000000002,9.761835619711093
42758,1996-01-26,-5.1,-7.7,-4.7600000000000025,9.761949079428007
42759,1996-01-27,-3.0,-5.5,-4.6800000000000015,9.762062539144921
42760,1996-01-28,-2.4,-4.7,-4.320000000000002,9.76217599886182
42761,1996-01-29,-3.0,-5.1,-4.080000000000002,9.762289458578735
42762,1996-01-30,-2.0,-5.0,-4.080000000000001,9.762402918295649
42763,1996-01-31,-1.9,-7.8,-3.6000000000000014,9.762516378012563
42764,1996-02-01,2.2,-10.6,-2.5600000000000014,9.762629837729477
42765,1996-02-02,1.6,-6.3,-2.3000000000000016,9.762743297446377
42766,1996-02-03,2.7,-1.1,-2.4800000000000018,9.762856757163291
42767,1996-02-04,0.9,-3.8,-3.1600000000000015,9.762970216880205
42768,1996-02-05,-2.8,-6.7,-4.260000000000002,9.76308367659712
42769,1996-02-06,-4.5,-10.1,-5.700000000000002,9.76319713631402
42770,1996-02-07,-4.3,-9.9,-5.760000000000002,9.763310596030934
42771,1996-02-08,-4.3,-9.4,-4.860000000000001,9.763424055747848
42772,1996-02-09,1.2,-5.0,-3.140000000000002,9.763537515464762
42773,1996-02-10,1.7,-7.9,-0.9200000000000015,9.763650975181676
42774,1996-02-11,5.7,-3.0,0.5599999999999983,9.763764434898576
42775,1996-02-12,6.7,-0.1,0.8599999999999983,9.76387789461549
42776,1996-02-13,5.0,0.5,0.7399999999999982,9.763991354332404
42777,1996-02-14,0.6,-2.3,0.6199999999999983,9.764104814049318
42778,1996-02-15,-0.8,-3.1,0.3599999999999984,9.764218273766218
42779,1996-02-16,2.3,-3.1,0.5399999999999984,9.764331733483132
42780,1996-02-17,4.1,1.4,1.1199999999999986,9.764445193200046
42781,1996-02-18,5.7,0.5,1.5199999999999982,9.76455865291696
42782,1996-02-19,3.9,0.5,0.6399999999999985,9.764672112633875
42783,1996-02-20,0.8,-1.8,-0.9800000000000019,9.764785572350775
42784,1996-02-21,0.3,-4.4,-2.740000000000002,9.764899032067689
42785,1996-02-22,-3.6,-6.2,-3.620000000000002,9.765012491784603
42786,1996-02-23,-3.4,-8.6,-2.9200000000000017,9.765125951501517
42787,1996-02-24,2.2,-9.7,-1.3000000000000018,9.765239411218417
42788,1996-02-25,11.8,-4.3,0.6399999999999982,9.765352870935331
42789,1996-02-26,14.2,-1.5,2.0399999999999983,9.765466330652245
42790,1996-02-27,9.3,-1.2,3.059999999999998,9.76557979036916
42791,1996-02-28,4.4,-1.8,2.1999999999999984,9.765693250086073
42792,1996-02-29,8.4,-3.3,0.859999999999998,9.765806709802973
42793,1996-03-01,2.9,-1.7,-0.6200000000000019,9.765920169519887
42794,1996-03-02,0.3,-5.7,-1.5200000000000018,9.766033629236802
42795,1996-03-03,-0.1,-3.8,-1.8600000000000019,9.766147088953716
42796,1996-03-04,-0.2,-6.6,-1.5000000000000018,9.766260548670616
42797,1996-03-05,4.1,-7.8,-0.7800000000000018,9.76637400838753
42798,1996-03-06,2.4,0.7,-1.7319479184152442e-15,9.766487468104444
42799,1996-03-07,4.5,-0.6,0.7799999999999983,9.766600927821358
42800,1996-03-08,5.2,-2.4,0.7399999999999982,9.766714387538272
42801,1996-03-09,4.3,-3.5,-0.18000000000000185,9.766827847255172
42802,1996-03-10,4.1,-4.0,-1.5000000000000018,9.766941306972086
42803,1996-03-11,0.7,-4.4,-2.300000000000002,9.767054766689
42804,1996-03-12,-3.0,-7.5,-2.360000000000002,9.767168226405914
42805,1996-03-13,-1.2,-6.7,-1.9200000000000021,9.767281686122814
42806,1996-03-14,4.7,-5.8,-0.3600000000000021,9.767395145839728
42807,1996-03-15,6.5,-2.3,1.7199999999999982,9.767508605556642
42808,1996-03-16,8.9,0.5,3.099999999999998,9.767622065273557
42809,1996-03-17,9.5,2.0,3.9399999999999977,9.76773552499047
42810,1996-03-18,5.0,-0.1,4.499999999999998,9.76784898470737
42811,1996-03-19,7.0,2.6,5.139999999999998,9.767962444424285
42812,1996-03-20,11.5,-2.0,5.619999999999998,9.768075904141199
42813,1996-03-21,12.3,2.7,6.1999999999999975,9.768189363858113
42814,1996-03-22,10.8,4.6,7.499999999999997,9.768302823575013
42815,1996-03-23,9.0,4.8,8.099999999999998,9.768416283291927
42816,1996-03-24,17.3,3.1,8.539999999999997,9.768529743008841
42817,1996-03-25,11.8,6.4,7.1999999999999975,9.768643202725755
42818,1996-03-26,17.2,4.4,6.2399999999999975,9.76875666244267
42819,1996-03-27,9.0,0.5,4.439999999999998,9.76887012215957
42820,1996-03-28,5.5,-2.4,2.799999999999998,9.768983581876483
42821,1996-03-29,4.4,0.9,0.7599999999999979,9.769097041593398
42822,1996-03-30,2.1,-0.9,1.0799999999999979,9.769210501310312
42823,1996-03-31,2.6,-2.1,0.8399999999999979,9.769323961027212
42824,1996-04-01,6.6,-1.4,0.4999999999999979,9.769437420744126
42825,1996-04-02,2.6,-0.2,0.5199999999999979,9.76955088046104
42826,1996-04-03,0.7,-0.9,1.0799999999999979,9.769664340177954
42827,1996-04-04,1.5,-0.8,1.5799999999999979,9.769777799894868
42828,1996-04-05,3.9,-1.1,3.1199999999999983,9.769891259611768
42829,1996-04-06,10.4,1.4,5.2399999999999975,9.770004719328682
42830,1996-04-07,14.2,1.9,7.3199999999999985,9.770118179045596
42831,1996-04-08,17.5,5.0,8.86,9.77023163876251
42832,1996-04-09,14.5,6.8,9.459999999999999,9.770345098479424
42833,1996-04-10,14.5,6.6,8.479999999999999,9.770458558196324
42834,1996-04-11,11.1,6.4,6.939999999999998,9.770572017913238
42835,1996-04-12,6.9,1.9,5.799999999999999,9.770685477630153
42836,1996-04-13,7.1,0.5,5.379999999999998,9.770798937347067
42837,1996-04-14,7.3,1.4,5.559999999999998,9.770912397063967
42838,1996-04-15,12.3,3.1,7.099999999999999,9.77102585678088
42839,1996-04-16,13.8,0.8,9.139999999999997,9.771139316497795
42840,1996-04-17,17.0,1.9,11.219999999999999,9.771252776214709
42841,1996-04-18,18.9,4.1,13.199999999999998,9.771366235931623
42842,1996-04-19,21.7,5.4,15.139999999999997,9.771479695648523
42843,1996-04-20,23.4,8.3,16.939999999999998,9.771593155365437
42844,1996-04-21,25.2,9.2,18.52,9.771706615082351
42845,1996-04-22,25.6,10.6,17.64,9.771820074799265
42846,1996-04-23,27.8,15.8,16.58,9.771933534516165
42847,1996-04-24,18.7,10.5,15.459999999999997,9.77204699423308
42848,1996-04-25,16.0,9.5,14.52,9.772160453949994
42849,1996-04-26,15.6,9.4,13.059999999999999,9.772273913666908
42850,1996-04-27,19.3,9.0,13.379999999999999,9.772387373383822
42851,1996-04-28,18.7,11.6,13.239999999999998,9.772500833100722
42852,1996-04-29,15.4,9.6,13.479999999999999,9.772614292817636
42853,1996-04-30,15.0,9.9,13.359999999999996,9.77272775253455
42854,1996-05-01,18.4,9.2,12.499999999999996,9.772841212251464
42855,1996-05-02,18.7,9.2,12.059999999999999,9.772954671968364
42856,1996-05-03,15.0,7.0,12.12,9.773068131685278
42857,1996-05-04,14.3,6.8,12.459999999999997,9.773181591402192
42858,1996-05-05,16.4,6.8,13.179999999999996,9.773295051119106
42859,1996-05-06,21.3,6.8,14.219999999999999,9.77340851083602
42860,1996-05-07,24.9,8.7,13.539999999999997,9.77352197055292
42861,1996-05-08,19.8,12.0,12.639999999999997,9.773635430269835
42862,1996-05-09,12.7,5.6,11.7,9.773748889986749
42863,1996-05-10,9.0,4.5,10.299999999999999,9.773862349703663
42864,1996-05-11,12.6,7.9,9.279999999999998,9.773975809420563
42865,1996-05-12,13.4,10.1,10.039999999999997,9.774089269137477
42866,1996-05-13,10.7,9.1,11.12,9.774202728854391
42867,1996-05-14,11.4,8.9,12.159999999999998,9.774316188571305
42868,1996-05-15,14.9,11.1,13.319999999999999,9.77442964828822
42869,1996-05-16,19.6,11.7,15.26,9.774543108005119
42870,1996-05-17,20.8,12.8,16.159999999999997,9.774656567722033
42871,1996-05-18,25.8,11.9,15.379999999999999,9.774770027438947
42872,1996-05-19,20.8,11.9,14.599999999999998,9.774883487155861
42873,1996-05-20,11.9,7.9,13.339999999999998,9.774996946872761
42874,1996-05-21,18.9,5.7,12.099999999999998,9.775110406589675
42875,1996-05-22,15.2,7.5,12.939999999999998,9.77522386630659
42876,1996-05-23,15.4,8.7,14.139999999999997,9.775337326023504
42877,1996-05-24,25.1,10.5,14.179999999999998,9.775450785740418
42878,1996-05-25,22.2,12.5,14.339999999999998,9.775564245457318
42879,1996-05-26,13.5,11.2,13.5,9.775677705174232
42880,1996-05-27,16.4,11.0,12.479999999999999,9.775791164891146
42881,1996-05-28,11.0,6.9,13.099999999999998,9.77590462460806
42882,1996-05-29,18.3,4.1,15.099999999999998,9.77601808432496
42883,1996-05-30,24.3,8.5,16.919999999999998,9.776131544041874
42884,1996-05-31,28.8,10.9,18.88,9.776245003758788
42885,1996-06-01,24.2,15.9,19.119999999999997,9.776358463475702
42886,1996-06-02,23.1,15.7,18.74,9.776471923192616
42887,1996-06-03,17.5,13.4,18.159999999999997,9.776585382909516
42888,1996-06-04,20.0,13.6,18.74,9.77669884262643
42889,1996-06-05,24.0,13.8,20.199999999999996,9.776812302343345
42890,1996-06-06,30.1,14.5,22.08,9.776925762060259
42891,1996-06-07,30.6,17.6,23.4,9.777039221777159
42892,1996-06-08,31.0,18.3,23.699999999999996,9.777152681494073
42893,1996-06-09,26.6,16.6,23.839999999999996,9.777266141210987
42894,1996-06-10,28.5,17.3,23.3,9.777379600927901
42895,1996-06-11,29.2,15.1,21.919999999999995,9.777493060644815
42896,1996-06-12,29.1,18.6,20.84,9.777606520361715
42897,1996-06-13,22.2,16.6,20.18,9.77771998007863
42898,1996-06-14,21.6,12.4,19.08,9.777833439795543
42899,1996-06-15,22.5,11.2,18.759999999999998,9.777946899512457
42900,1996-06-16,22.8,12.2,19.68,9.778060359229357
42901,1996-06-17,24.8,12.3,19.919999999999998,9.778173818946271
42902,1996-06-18,26.8,15.5,19.4,9.778287278663186
42903,1996-06-19,23.1,16.3,18.74,9.7784007383801
42904,1996-06-20,20.7,12.6,16.4,9.778514198097014
42905,1996-06-21,19.0,14.6,13.739999999999998,9.778627657813914
42906,1996-06-22,14.7,9.2,12.52,9.778741117530828
42907,1996-06-23,11.3,8.3,12.079999999999998,9.778854577247742
42908,1996-06-24,16.0,8.3,11.479999999999999,9.778968036964656
42909,1996-06-25,17.4,8.5,13.059999999999997,9.779081496681556
42910,1996-06-26,15.5,9.7,14.959999999999999,9.77919495639847
42911,1996-06-27,20.9,11.1,15.819999999999999,9.779308416115384
42912,1996-06-28,22.5,14.1,15.940000000000001,9.779421875832298
42913,1996-06-29,23.1,14.3,16.06,9.779535335549213
42914,1996-06-30,16.3,9.9,15.279999999999998,9.779648795266112
42915,1996-07-01,18.0,11.0,14.979999999999999,9.779762254983027
42916,1996-07-02,17.6,11.9,15.539999999999997,9.77987571469994
42917,1996-07-03,22.4,10.8,16.54,9.779989174416855
42918,1996-07-04,25.8,14.2,16.939999999999998,9.780102634133755
42919,1996-07-05,27.1,15.5,17.119999999999997,9.780216093850669
42920,1996-07-06,17.5,13.7,15.6,9.780329553567583
42921,1996-07-07,17.4,12.6,13.939999999999998,9.780443013284497
42922,1996-07-08,14.4,8.7,12.66,9.780556473001411
42923,1996-07-09,15.0,9.1,12.799999999999999,9.780669932718311
42924,1996-07-10,14.2,9.7,13.239999999999998,9.780783392435225
42925,1996-07-11,19.6,12.2,15.580000000000002,9.78089685215214
42926,1996-07-12,19.9,13.6,17.8,9.781010311869053
42927,1996-07-13,26.5,14.1,19.979999999999997,9.781123771585953
42928,1996-07-14,27.9,16.0,20.360000000000003,9.781237231302867
42929,1996-07-15,27.6,17.4,20.52,9.781350691019782
42930,1996-07-16,22.6,15.2,19.7,9.781464150736696
42931,1996-07-17,21.9,11.0,18.46,9.78157761045361
42932,1996-07-18,22.4,12.3,17.099999999999998,9.78169107017051
42933,1996-07-19,20.4,12.2,17.0,9.781804529887424
42934,1996-07-20,20.8,10.7,17.240000000000002,9.781917989604338
42935,1996-07-21,22.0,10.4,18.619999999999997,9.782031449321252
42936,1996-07-22,23.6,11.1,19.38,9.782144909038152
42937,1996-07-23,30.6,12.1,19.4,9.782258368755066
42938,1996-07-24,26.1,17.1,19.68,9.78237182847198
42939,1996-07-25,20.7,13.6,20.28,9.782485288188894
42940,1996-07-26,22.6,14.5,19.58,9.782598747905809
42941,1996-07-27,27.0,14.1,19.979999999999997,9.782712207622708
42942,1996-07-28,26.6,17.8,20.339999999999996,9.782825667339623
42943,1996-07-29,26.6,17.1,20.859999999999996,9.782939127056537
42944,1996-07-30,22.5,14.8,21.339999999999996,9.78305258677345
42945,1996-07-31,25.4,15.1,21.14,9.78316604649035
42946,1996-08-01,30.1,15.9,19.7,9.783279506207265
42947,1996-08-02,28.0,17.0,19.08,9.783392965924179
42948,1996-08-03,17.3,14.1,18.16,9.783506425641093
42949,1996-08-04,18.6,13.3,16.74,9.783619885358007
42950,1996-08-05,21.7,10.5,16.36,9.783733345074907
42951,1996-08-06,21.3,11.3,17.18,9.783846804791821
42952,1996-08-07,20.2,15.0,18.32,9.783960264508735
42953,1996-08-08,22.8,15.0,19.4,9.78407372422565
42954,1996-08-09,26.4,13.8,19.619999999999997,9.78418718394255
42955,1996-08-10,27.1,15.3,19.0,9.784300643659464
42956,1996-08-11,22.0,15.8,18.36,9.784414103376378
42957,1996-08-12,17.6,13.1,17.439999999999998,9.784527563093292
42958,1996-08-13,20.5,11.4,16.18,9.784641022810206
42959,1996-08-14,19.6,12.6,15.879999999999999,9.784754482527106
42960,1996-08-15,20.3,14.1,16.58,9.78486794224402
42961,1996-08-16,19.7,13.1,17.04,9.784981401960934
42962,1996-08-17,22.4,12.7,17.779999999999998,9.785094861677848
42963,1996-08-18,22.7,12.4,18.54,9.785208321394762
42964,1996-08-19,25.7,14.3,19.18,9.785321781111662
42965,1996-08-20,25.7,14.2,19.16,9.785435240828576
42966,1996-08-21,25.2,15.4,19.52,9.78554870054549
42967,1996-08-22,25.0,15.1,18.9,9.785662160262405
42968,1996-08-23,24.0,14.5,18.22,9.785775619979304
42969,1996-08-24,21.0,14.1,17.699999999999996,9.785889079696219
42970,1996-08-25,20.3,13.6,17.759999999999998,9.786002539413133
42971,1996-08-26,21.0,13.3,16.58,9.786115999130047
42972,1996-08-27,21.6,14.6,16.32,9.786229458846961
42973,1996-08-28,18.0,12.8,16.08,9.78634291856386
42974,1996-08-29,20.4,9.9,15.539999999999997,9.786456378280775
42975,1996-08-30,18.3,12.5,14.339999999999998,9.786569837997689
42976,1996-08-31,16.8,12.2,14.039999999999997,9.786683297714603
42977,1996-09-01,14.2,11.6,13.719999999999999,9.786796757431503
42978,1996-09-02,14.9,10.6,13.739999999999998,9.786910217148417
42979,1996-09-03,17.4,11.0,13.279999999999998,9.787023676865331
42980,1996-09-04,19.8,11.7,13.179999999999998,9.787137136582245
42981,1996-09-05,16.8,11.0,12.379999999999999,9.78725059629916
42982,1996-09-06,14.9,8.6,11.58,9.78736405601606
42983,1996-09-07,11.7,5.4,10.779999999999998,9.787477515732974
42984,1996-09-08,12.1,7.6,10.599999999999998,9.787590975449888
42985,1996-09-09,14.5,8.3,10.66,9.787704435166802
42986,1996-09-10,15.5,7.0,11.339999999999998,9.787817894883702
42987,1996-09-11,16.2,10.2,10.879999999999999,9.787931354600616
42988,1996-09-12,16.2,8.4,10.579999999999998,9.78804481431753
42989,1996-09-13,10.8,5.6,10.259999999999998,9.788158274034444
42990,1996-09-14,11.8,7.4,9.799999999999997,9.788271733751358
42991,1996-09-15,12.5,8.5,9.099999999999998,9.788385193468258
42992,1996-09-16,14.4,8.2,9.2,9.788498653185172
42993,1996-09-17,13.4,3.7,9.599999999999998,9.788612112902086
42994,1996-09-18,10.4,4.3,9.76,9.788725572619
42995,1996-09-19,17.7,5.8,9.959999999999999,9.7888390323359
42996,1996-09-20,14.0,6.5,10.66,9.788952492052815
42997,1996-09-21,12.0,9.1,11.2,9.789065951769729
42998,1996-09-22,13.3,10.4,10.819999999999999,9.789179411486643
42999,1996-09-23,12.2,10.7,10.819999999999999,9.789292871203557
43000,1996-09-24,12.0,8.6,10.979999999999999,9.789406330920457
43001,1996-09-25,14.6,7.4,11.099999999999998,9.789519790637371
43002,1996-09-26,16.5,6.8,11.319999999999999,9.789633250354285
